"","filename","rng_seed","species_initiation_rate_good_species","species_initiation_rate_incipient_species","speciation_completion_rate","extinction_rate_good_species","extinction_rate_incipient_species","age","n_species_trees_samples","mutation_rate","n_alignments","sequence_length","mcmc_chainlength","n_beast_runs","version"
"213","article_0_4_3_1_2.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"214","article_0_4_3_2_0.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"215","article_0_4_3_2_1.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"216","article_0_4_3_2_2.RDa","1","0.1","0.1","0.8","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"217","article_0_4_4_0_0.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"218","article_0_4_4_0_1.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"219","article_0_4_4_0_2.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"220","article_0_4_4_1_0.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"221","article_0_4_4_1_1.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"222","article_0_4_4_1_2.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"223","article_0_4_4_2_0.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"224","article_0_4_4_2_1.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"225","article_0_4_4_2_2.RDa","1","0.1","0.1","0.8","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"226","article_0_5_0_0_0.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"227","article_0_5_0_0_1.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"228","article_0_5_0_0_2.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"229","article_0_5_0_1_0.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"230","article_0_5_0_1_1.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"231","article_0_5_0_1_2.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"232","article_0_5_0_2_0.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"233","article_0_5_0_2_1.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"234","article_0_5_0_2_2.RDa","1","0.1","0.1","1e+06","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"235","article_0_5_1_0_0.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"236","article_0_5_1_0_1.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"237","article_0_5_1_0_2.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"238","article_0_5_1_1_0.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"239","article_0_5_1_1_1.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"240","article_0_5_1_1_2.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"241","article_0_5_1_2_0.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"242","article_0_5_1_2_1.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"243","article_0_5_1_2_2.RDa","1","0.1","0.1","1e+06","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"244","article_0_5_2_0_0.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"245","article_0_5_2_0_1.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"246","article_0_5_2_0_2.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"247","article_0_5_2_1_0.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"248","article_0_5_2_1_1.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"249","article_0_5_2_1_2.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"250","article_0_5_2_2_0.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"251","article_0_5_2_2_1.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"252","article_0_5_2_2_2.RDa","1","0.1","0.1","1e+06","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"253","article_0_5_3_0_0.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"254","article_0_5_3_0_1.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"255","article_0_5_3_0_2.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"256","article_0_5_3_1_0.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"257","article_0_5_3_1_1.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"258","article_0_5_3_1_2.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"259","article_0_5_3_2_0.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"260","article_0_5_3_2_1.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"261","article_0_5_3_2_2.RDa","1","0.1","0.1","1e+06","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"262","article_0_5_4_0_0.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"263","article_0_5_4_0_1.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"264","article_0_5_4_0_2.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"265","article_0_5_4_1_0.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"266","article_0_5_4_1_1.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"267","article_0_5_4_1_2.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"268","article_0_5_4_2_0.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"269","article_0_5_4_2_1.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"270","article_0_5_4_2_2.RDa","1","0.1","0.1","1e+06","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"271","article_1_0_0_0_0.RDa","1","0.2","0.2","0","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"272","article_1_0_0_0_1.RDa","1","0.2","0.2","0","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"273","article_1_0_0_0_2.RDa","1","0.2","0.2","0","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"274","article_1_0_0_1_0.RDa","1","0.2","0.2","0","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"275","article_1_0_0_1_1.RDa","1","0.2","0.2","0","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"276","article_1_0_0_1_2.RDa","1","0.2","0.2","0","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"277","article_1_0_0_2_0.RDa","1","0.2","0.2","0","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"278","article_1_0_0_2_1.RDa","1","0.2","0.2","0","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"279","article_1_0_0_2_2.RDa","1","0.2","0.2","0","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"280","article_1_0_1_0_0.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"281","article_1_0_1_0_1.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"282","article_1_0_1_0_2.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"283","article_1_0_1_1_0.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"284","article_1_0_1_1_1.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"285","article_1_0_1_1_2.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"286","article_1_0_1_2_0.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"287","article_1_0_1_2_1.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"288","article_1_0_1_2_2.RDa","1","0.2","0.2","0","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"289","article_1_0_2_0_0.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"290","article_1_0_2_0_1.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"291","article_1_0_2_0_2.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"292","article_1_0_2_1_0.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"293","article_1_0_2_1_1.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"294","article_1_0_2_1_2.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"295","article_1_0_2_2_0.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"296","article_1_0_2_2_1.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"297","article_1_0_2_2_2.RDa","1","0.2","0.2","0","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"298","article_1_0_3_0_0.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"299","article_1_0_3_0_1.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"300","article_1_0_3_0_2.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"301","article_1_0_3_1_0.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"302","article_1_0_3_1_1.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"303","article_1_0_3_1_2.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"304","article_1_0_3_2_0.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"305","article_1_0_3_2_1.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"306","article_1_0_3_2_2.RDa","1","0.2","0.2","0","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"307","article_1_0_4_0_0.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"308","article_1_0_4_0_1.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"309","article_1_0_4_0_2.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"310","article_1_0_4_1_0.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"311","article_1_0_4_1_1.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"312","article_1_0_4_1_2.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"313","article_1_0_4_2_0.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"314","article_1_0_4_2_1.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"315","article_1_0_4_2_2.RDa","1","0.2","0.2","0","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"316","article_1_1_0_0_0.RDa","1","0.2","0.2","0.1","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"317","article_1_1_0_0_1.RDa","1","0.2","0.2","0.1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"318","article_1_1_0_0_2.RDa","1","0.2","0.2","0.1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"319","article_1_1_0_1_0.RDa","1","0.2","0.2","0.1","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"320","article_1_1_0_1_1.RDa","1","0.2","0.2","0.1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"321","article_1_1_0_1_2.RDa","1","0.2","0.2","0.1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"322","article_1_1_0_2_0.RDa","1","0.2","0.2","0.1","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"323","article_1_1_0_2_1.RDa","1","0.2","0.2","0.1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"324","article_1_1_0_2_2.RDa","1","0.2","0.2","0.1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"325","article_1_1_1_0_0.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"326","article_1_1_1_0_1.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"327","article_1_1_1_0_2.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"328","article_1_1_1_1_0.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"329","article_1_1_1_1_1.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"330","article_1_1_1_1_2.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"331","article_1_1_1_2_0.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"332","article_1_1_1_2_1.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"333","article_1_1_1_2_2.RDa","1","0.2","0.2","0.1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"334","article_1_1_2_0_0.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"335","article_1_1_2_0_1.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"336","article_1_1_2_0_2.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"337","article_1_1_2_1_0.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"338","article_1_1_2_1_1.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"339","article_1_1_2_1_2.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"340","article_1_1_2_2_0.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"341","article_1_1_2_2_1.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"342","article_1_1_2_2_2.RDa","1","0.2","0.2","0.1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"343","article_1_1_3_0_0.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"344","article_1_1_3_0_1.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"345","article_1_1_3_0_2.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"346","article_1_1_3_1_0.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"347","article_1_1_3_1_1.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"348","article_1_1_3_1_2.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"349","article_1_1_3_2_0.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"350","article_1_1_3_2_1.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"351","article_1_1_3_2_2.RDa","1","0.2","0.2","0.1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"352","article_1_1_4_0_0.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"353","article_1_1_4_0_1.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"354","article_1_1_4_0_2.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"355","article_1_1_4_1_0.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"356","article_1_1_4_1_1.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"357","article_1_1_4_1_2.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"358","article_1_1_4_2_0.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"359","article_1_1_4_2_1.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"360","article_1_1_4_2_2.RDa","1","0.2","0.2","0.1","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"361","article_1_2_0_0_0.RDa","1","0.2","0.2","0.2","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"362","article_1_2_0_0_1.RDa","1","0.2","0.2","0.2","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"363","article_1_2_0_0_2.RDa","1","0.2","0.2","0.2","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"364","article_1_2_0_1_0.RDa","1","0.2","0.2","0.2","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"365","article_1_2_0_1_1.RDa","1","0.2","0.2","0.2","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"366","article_1_2_0_1_2.RDa","1","0.2","0.2","0.2","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"367","article_1_2_0_2_0.RDa","1","0.2","0.2","0.2","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"368","article_1_2_0_2_1.RDa","1","0.2","0.2","0.2","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"369","article_1_2_0_2_2.RDa","1","0.2","0.2","0.2","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"370","article_1_2_1_0_0.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"371","article_1_2_1_0_1.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"372","article_1_2_1_0_2.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"373","article_1_2_1_1_0.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"374","article_1_2_1_1_1.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"375","article_1_2_1_1_2.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"376","article_1_2_1_2_0.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"377","article_1_2_1_2_1.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"378","article_1_2_1_2_2.RDa","1","0.2","0.2","0.2","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"379","article_1_2_2_0_0.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"380","article_1_2_2_0_1.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"381","article_1_2_2_0_2.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"382","article_1_2_2_1_0.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"383","article_1_2_2_1_1.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"384","article_1_2_2_1_2.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"385","article_1_2_2_2_0.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"386","article_1_2_2_2_1.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"387","article_1_2_2_2_2.RDa","1","0.2","0.2","0.2","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"388","article_1_2_3_0_0.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"389","article_1_2_3_0_1.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"390","article_1_2_3_0_2.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"391","article_1_2_3_1_0.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"392","article_1_2_3_1_1.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"393","article_1_2_3_1_2.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"394","article_1_2_3_2_0.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"395","article_1_2_3_2_1.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"396","article_1_2_3_2_2.RDa","1","0.2","0.2","0.2","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"397","article_1_2_4_0_0.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.1","2","1000","1e+06","2","0.1"
"398","article_1_2_4_0_1.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"399","article_1_2_4_0_2.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.1","2","10000","1e+06","2","0.1"
"400","article_1_2_4_1_0.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.01","2","1000","1e+06","2","0.1"
"401","article_1_2_4_1_1.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"402","article_1_2_4_1_2.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.01","2","10000","1e+06","2","0.1"
"403","article_1_2_4_2_0.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.001","2","1000","1e+06","2","0.1"
"404","article_1_2_4_2_1.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"405","article_1_2_4_2_2.RDa","1","0.2","0.2","0.2","0.8","0.8","15","2","0.001","2","10000","1e+06","2","0.1"
"406","article_1_3_0_0_0.RDa","1","0.2","0.2","0.4","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"407","article_1_3_0_0_1.RDa","1","0.2","0.2","0.4","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"408","article_1_3_0_0_2.RDa","1","0.2","0.2","0.4","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"409","article_1_3_0_1_0.RDa","1","0.2","0.2","0.4","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"410","article_1_3_0_1_1.RDa","1","0.2","0.2","0.4","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"411","article_1_3_0_1_2.RDa","1","0.2","0.2","0.4","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"412","article_1_3_0_2_0.RDa","1","0.2","0.2","0.4","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"413","article_1_3_0_2_1.RDa","1","0.2","0.2","0.4","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"414","article_1_3_0_2_2.RDa","1","0.2","0.2","0.4","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"415","article_1_3_1_0_0.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"416","article_1_3_1_0_1.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"417","article_1_3_1_0_2.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"418","article_1_3_1_1_0.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"419","article_1_3_1_1_1.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"420","article_1_3_1_1_2.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"421","article_1_3_1_2_0.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"422","article_1_3_1_2_1.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"423","article_1_3_1_2_2.RDa","1","0.2","0.2","0.4","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"424","article_1_3_2_0_0.RDa","1","0.2","0.2","0.4","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"425","article_1_3_2_0_1.RDa","1","0.2","0.2","0.4","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
